Trend,SQZMOM 1 Momentum,SQZMOM 1 Squeeze,SQZMOM 2 Momentum,SQZMOM 2 Squeeze,Bar 1,Bar 2,Raw Position,Final Position,Score,match_count,p_first_1.61_UP,p_first_1.61_DOWN,p_first_2.5_UP,p_first_2.5_DOWN,p_first_3.6_UP,p_first_3.6_DOWN,p_first_TIE_SAME_BAR,p_first_NO_HIT_48H
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 3,Green Bar Line 6,LONG,LONG,6,16,0.0,0.0625,0.0,0.0,0.0,0.0,0.9375,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 6,SHORT,SHORT,-6,15,0.2,0.26666666666666666,0.0,0.0,0.0,0.0,0.5333333333333333,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 4,LONG,LONG,6,15,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 2,Red Bar Line 6,SHORT,SHORT,-6,15,0.2,0.13333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,LONG,LONG,6,15,0.4,0.4,0.0,0.0,0.0,0.0,0.2,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 6,SHORT,SHORT,-6,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 5,LONG,LONG,6,14,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 4,Green Bar Line 6,LONG,LONG,6,14,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.0
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,NO TRADE,NO TRADE,0,14,0.5714285714285714,0.07142857142857142,0.0,0.0,0.0,0.0,0.35714285714285715,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 6,SHORT,NO TRADE,-6,14,0.14285714285714285,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.07142857142857142
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,SHORT,SHORT,-6,13,0.38461538461538464,0.5384615384615384,0.0,0.0,0.0,0.0,0.07692307692307693,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,LONG,LONG,6,13,0.38461538461538464,0.3076923076923077,0.0,0.0,0.0,0.0,0.3076923076923077,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-4,13,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.5384615384615384,0.0
Short,maroon,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,13,0.46153846153846156,0.3076923076923077,0.0,0.0,0.0,0.0,0.23076923076923078,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 1,SHORT,SHORT,-6,13,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.0,0.5384615384615384,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 2,Red Bar Line 6,SHORT,SHORT,-6,13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 3,Green Bar Line 6,LONG,LONG,6,12,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 5,SHORT,SHORT,-6,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,LONG,LONG,6,12,0.6666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 6,SHORT,SHORT,-6,12,0.08333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.5833333333333334,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 3,Red Bar Line 5,SHORT,SHORT,-6,12,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0
Long,green,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,LONG,LONG,6,12,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 3,LONG,LONG,6,12,0.4166666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 5,SHORT,SHORT,-6,12,0.5,0.08333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 2,Green Bar Line 6,LONG,LONG,6,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze ON (black),red,Squeeze ON (black),Green Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,11,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,SHORT,SHORT,-6,11,0.45454545454545453,0.18181818181818182,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,SHORT,SHORT,-6,11,0.36363636363636365,0.09090909090909091,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,LONG,LONG,4,11,0.5454545454545454,0.09090909090909091,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-6,11,0.09090909090909091,0.36363636363636365,0.0,0.0,0.0,0.0,0.5454545454545454,0.0
Short,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,11,0.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.6363636363636364,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 4,Green Bar Line 6,LONG,LONG,6,11,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.9090909090909091,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 1,Green Bar Line 6,LONG,LONG,6,11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 4,Red Bar Line 6,SHORT,SHORT,-6,11,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 6,SHORT,NO TRADE,-6,11,0.09090909090909091,0.5454545454545454,0.0,0.0,0.0,0.0,0.36363636363636365,0.0
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,LONG,LONG,6,11,0.5454545454545454,0.2727272727272727,0.0,0.0,0.0,0.0,0.18181818181818182,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 5,SHORT,SHORT,-6,11,0.2727272727272727,0.45454545454545453,0.0,0.0,0.0,0.0,0.2727272727272727,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 4,Red Bar Line 6,SHORT,SHORT,-6,11,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.7272727272727273,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 1,LONG,LONG,6,10,0.3,0.2,0.0,0.0,0.0,0.0,0.5,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 5,LONG,LONG,6,10,0.4,0.1,0.0,0.0,0.0,0.0,0.5,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,LONG,LONG,6,10,0.5,0.3,0.0,0.0,0.0,0.0,0.2,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,SHORT,SHORT,-2,10,0.5,0.4,0.0,0.0,0.0,0.0,0.1,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-2,10,0.1,0.3,0.0,0.0,0.0,0.0,0.6,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 2,LONG,LONG,6,10,0.5,0.1,0.0,0.0,0.0,0.0,0.4,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,LONG,LONG,6,10,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 5,LONG,LONG,6,10,0.4,0.3,0.0,0.0,0.0,0.0,0.3,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 1,SHORT,SHORT,-6,10,0.5,0.1,0.0,0.0,0.0,0.0,0.4,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 6,SHORT,SHORT,-4,10,0.2,0.3,0.0,0.0,0.0,0.0,0.5,0.0
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Red Bar Line 5,Green Bar Line 6,LONG,LONG,2,10,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0
Long,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 6,Red Bar Line 6,NO TRADE,NO TRADE,0,10,0.3,0.5,0.0,0.0,0.0,0.0,0.2,0.0
Short,red,Squeeze ON (black),red,Squeeze ON (black),Green Bar Line 6,Red Bar Line 6,SHORT,SHORT,-2,9,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 2,Green Bar Line 5,LONG,LONG,6,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 4,SHORT,SHORT,-6,9,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 2,LONG,LONG,4,9,0.2222222222222222,0.5555555555555556,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,LONG,LONG,2,9,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 3,Green Bar Line 5,LONG,LONG,6,9,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 5,LONG,LONG,6,9,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.6666666666666666,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 2,Red Bar Line 5,SHORT,SHORT,-6,9,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 2,LONG,LONG,6,9,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 3,SHORT,SHORT,-6,9,0.2222222222222222,0.2222222222222222,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 5,LONG,LONG,4,9,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 6,SHORT,SHORT,-4,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 3,Red Bar Line 6,SHORT,SHORT,-6,9,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,LONG,LONG,6,9,0.3333333333333333,0.2222222222222222,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 4,LONG,LONG,6,9,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.0,0.4444444444444444,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,SHORT,SHORT,-1,9,0.3333333333333333,0.1111111111111111,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,SHORT,SHORT,-2,9,0.5555555555555556,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.0
Short,maroon,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 1,SHORT,SHORT,-6,9,0.3333333333333333,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 5,SHORT,SHORT,-6,9,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 5,LONG,LONG,6,9,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.2222222222222222,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 5,SHORT,NO TRADE,-6,9,0.2222222222222222,0.4444444444444444,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 5,LONG,LONG,6,9,0.1111111111111111,0.3333333333333333,0.0,0.0,0.0,0.0,0.5555555555555556,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 6,LONG,NO TRADE,6,9,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 1,Red Bar Line 5,SHORT,SHORT,-6,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 2,Green Bar Line 6,LONG,LONG,6,9,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.7777777777777778,0.0
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 1,NO TRADE,NO TRADE,0,8,0.375,0.125,0.0,0.0,0.0,0.0,0.5,0.0
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 1,Green Bar Line 6,NO TRADE,NO TRADE,0,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,LONG,LONG,4,8,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0
Short,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 5,Red Bar Line 5,SHORT,SHORT,-6,8,0.375,0.5,0.0,0.0,0.0,0.0,0.125,0.0
Long,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 6,Green Bar Line 6,NO TRADE,NO TRADE,0,8,0.125,0.375,0.0,0.0,0.0,0.0,0.5,0.0
Long,green,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,LONG,LONG,6,8,0.125,0.75,0.0,0.0,0.0,0.0,0.125,0.0
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-4,8,0.125,0.5,0.0,0.0,0.0,0.0,0.375,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 4,SHORT,SHORT,-6,8,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 2,SHORT,SHORT,-6,8,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0
Long,green,Squeeze ON (black),green,Squeeze ON (black),Green Bar Line 6,Red Bar Line 6,LONG,LONG,3,8,0.25,0.375,0.0,0.0,0.0,0.0,0.375,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,LONG,LONG,4,8,0.25,0.25,0.0,0.0,0.0,0.0,0.5,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 5,SHORT,NO TRADE,-6,8,0.125,0.5,0.0,0.0,0.0,0.0,0.375,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 4,Red Bar Line 5,SHORT,SHORT,-6,8,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 1,Green Bar Line 5,LONG,LONG,6,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 3,SHORT,SHORT,-6,8,0.625,0.0,0.0,0.0,0.0,0.0,0.375,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 1,SHORT,SHORT,-6,8,0.5,0.375,0.0,0.0,0.0,0.0,0.125,0.0
Long,green,Squeeze ON (black),green,Squeeze ON (black),Red Bar Line 6,Red Bar Line 6,NO TRADE,NO TRADE,0,8,0.125,0.625,0.0,0.0,0.0,0.0,0.25,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 2,Red Bar Line 5,LONG,LONG,4,8,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 5,LONG,NO TRADE,6,8,0.25,0.375,0.0,0.0,0.0,0.0,0.375,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 2,SHORT,SHORT,-6,8,0.25,0.125,0.0,0.0,0.0,0.0,0.625,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 2,Green Bar Line 5,LONG,LONG,6,8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 1,SHORT,SHORT,-6,8,0.375,0.25,0.0,0.0,0.0,0.0,0.375,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 6,LONG,LONG,1,7,0.14285714285714285,0.5714285714285714,0.0,0.0,0.0,0.0,0.2857142857142857,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 1,LONG,LONG,6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,SHORT,SHORT,-6,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Green Bar Line 1,Green Bar Line 6,SHORT,SHORT,-4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 1,Red Bar Line 5,LONG,LONG,4,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,green,Squeeze ON (black),green,Squeeze ON (black),Green Bar Line 5,Red Bar Line 6,LONG,LONG,2,7,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 5,LONG,LONG,6,7,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Red Bar Line 5,Green Bar Line 6,LONG,LONG,6,7,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Long,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 6,Red Bar Line 1,NO TRADE,NO TRADE,0,7,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 1,Green Bar Line 1,SHORT,SHORT,-6,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 4,Green Bar Line 1,LONG,LONG,6,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 6,LONG,LONG,6,7,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Long,lime,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,LONG,LONG,6,7,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
Long,green,Squeeze ON (black),green,Squeeze ON (black),Green Bar Line 3,Red Bar Line 6,LONG,LONG,1,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Red Bar Line 6,Green Bar Line 5,SHORT,SHORT,-3,7,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Short,red,Squeeze OFF (gray),red,Squeeze ON (black),Red Bar Line 6,Red Bar Line 6,SHORT,NO TRADE,-6,7,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Red Bar Line 5,Green Bar Line 6,NO TRADE,NO TRADE,0,7,0.14285714285714285,0.42857142857142855,0.0,0.0,0.0,0.0,0.42857142857142855,0.0
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,LONG,LONG,6,7,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 4,LONG,LONG,6,7,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 5,Green Bar Line 6,LONG,LONG,6,7,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Red Bar Line 1,Green Bar Line 6,NO TRADE,NO TRADE,0,7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
