Trend,SQZMOM 1 Momentum,SQZMOM 1 Squeeze,SQZMOM 2 Momentum,SQZMOM 2 Squeeze,Bar 1,Bar 2,Raw Position,Final Position,Score,match_count,p_reach_1.61_UP,p_reach_1.61_DOWN,p_reach_2.5_UP,p_reach_2.5_DOWN,p_reach_3.6_UP,p_reach_3.6_DOWN,p_cont_UP_1.61_TO_2.5,p_cont_UP_2.5_TO_3.6,p_cont_UP_1.61_TO_3.6,p_cont_DOWN_1.61_TO_2.5,p_cont_DOWN_2.5_TO_3.6,p_cont_DOWN_1.61_TO_3.6
Short,maroon,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 5,SHORT,SHORT,-6,15,0.8666666666666667,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.6,0.6666666666666666,0.8,0.7692307692307693,0.6666666666666666,0.9230769230769231,0.8461538461538461,0.8461538461538461
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 1,Red Bar Line 6,SHORT,SHORT,-6,14,1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.9375,0.9375,0.9375,0.9375,0.875,0.875
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 6,LONG,LONG,6,14,0.9285714285714286,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.875,0.9333333333333333,0.875
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 1,Green Bar Line 6,LONG,LONG,6,14,1.0,0.9285714285714286,1.0,0.9285714285714286,1.0,0.9285714285714286,0.9375,0.9375,0.9375,0.9333333333333333,0.9333333333333333,0.9333333333333333
Long,green,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,LONG,LONG,6,14,0.7142857142857143,0.8571428571428571,0.6428571428571429,0.7857142857142857,0.42857142857142855,0.7857142857142857,0.8333333333333334,0.6363636363636364,0.5833333333333334,0.8571428571428571,0.9230769230769231,0.8571428571428571
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,LONG,LONG,6,14,1.0,0.8571428571428571,0.9285714285714286,0.5,0.8571428571428571,0.35714285714285715,0.875,0.8666666666666667,0.8125,0.5714285714285714,0.6666666666666666,0.42857142857142855
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 4,Red Bar Line 5,SHORT,SHORT,-6,13,1.0,1.0,1.0,0.9230769230769231,1.0,0.9230769230769231,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.8666666666666667,0.9285714285714286,0.8666666666666667
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 1,SHORT,SHORT,-6,13,0.8461538461538461,1.0,0.8461538461538461,0.9230769230769231,0.7692307692307693,0.6153846153846154,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8666666666666667,0.6428571428571429,0.6
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 5,Green Bar Line 5,LONG,LONG,6,13,0.9230769230769231,0.6923076923076923,0.9230769230769231,0.5384615384615384,0.8461538461538461,0.23076923076923078,0.9285714285714286,0.8571428571428571,0.8571428571428571,0.7272727272727273,0.4444444444444444,0.36363636363636365
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 5,LONG,LONG,6,13,0.9230769230769231,0.6153846153846154,0.9230769230769231,0.5384615384615384,0.9230769230769231,0.3076923076923077,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.8,0.5555555555555556,0.5
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 6,SHORT,SHORT,-6,12,0.9166666666666666,0.9166666666666666,0.5833333333333334,0.9166666666666666,0.5,0.9166666666666666,0.6153846153846154,0.7777777777777778,0.5384615384615384,0.9230769230769231,0.9230769230769231,0.9230769230769231
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 5,SHORT,SHORT,-6,12,1.0,1.0,0.9166666666666666,0.9166666666666666,0.75,0.8333333333333334,0.8571428571428571,0.7692307692307693,0.7142857142857143,0.8571428571428571,0.8461538461538461,0.7857142857142857
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 4,SHORT,SHORT,-6,12,0.8333333333333334,1.0,0.6666666666666666,1.0,0.5833333333333334,0.9166666666666666,0.75,0.8,0.6666666666666666,0.9285714285714286,0.8571428571428571,0.8571428571428571
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-4,12,0.8333333333333334,1.0,0.6666666666666666,0.8333333333333334,0.5833333333333334,0.6666666666666666,0.75,0.8,0.6666666666666666,0.7857142857142857,0.75,0.6428571428571429
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 1,LONG,LONG,6,12,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.5,0.6666666666666666,0.6153846153846154,0.7777777777777778,0.5384615384615384,0.9166666666666666,0.75,0.75
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,LONG,LONG,6,12,1.0,0.8333333333333334,1.0,0.75,0.75,0.6666666666666666,0.9285714285714286,0.7142857142857143,0.7142857142857143,0.8333333333333334,0.8181818181818182,0.75
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 5,SHORT,SHORT,-6,12,0.9166666666666666,0.9166666666666666,0.75,0.75,0.75,0.75,0.7692307692307693,0.9090909090909091,0.7692307692307693,0.7692307692307693,0.9090909090909091,0.7692307692307693
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 3,Green Bar Line 6,LONG,LONG,6,12,0.9166666666666666,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.9166666666666666,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8571428571428571,0.9230769230769231,0.8571428571428571
Short,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,12,0.75,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8333333333333334,0.8181818181818182,0.9,0.8181818181818182,0.9285714285714286,0.7857142857142857,0.7857142857142857
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 5,LONG,LONG,6,11,0.7272727272727273,0.9090909090909091,0.6363636363636364,0.9090909090909091,0.45454545454545453,0.7272727272727273,0.8,0.6666666666666666,0.6,0.9166666666666666,0.75,0.75
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 4,Green Bar Line 6,LONG,LONG,6,11,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.5454545454545454,0.7272727272727273,0.75,0.7,0.5833333333333334,0.75,0.9,0.75
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 1,SHORT,SHORT,-6,11,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 4,Red Bar Line 6,SHORT,SHORT,-6,11,0.9090909090909091,0.9090909090909091,0.7272727272727273,0.8181818181818182,0.6363636363636364,0.7272727272727273,0.75,0.8,0.6666666666666666,0.8333333333333334,0.8181818181818182,0.75
Short,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 1,Red Bar Line 6,SHORT,SHORT,-6,11,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,0.8461538461538461
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 5,LONG,LONG,6,11,1.0,1.0,1.0,1.0,1.0,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.9230769230769231
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,LONG,LONG,6,11,1.0,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.5454545454545454,0.8461538461538461,0.6666666666666666,0.6153846153846154,0.7272727272727273,0.7777777777777778,0.6363636363636364
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-6,11,0.8181818181818182,1.0,0.6363636363636364,0.9090909090909091,0.5454545454545454,0.8181818181818182,0.7272727272727273,0.7777777777777778,0.6363636363636364,0.8461538461538461,0.8333333333333334,0.7692307692307693
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 4,Red Bar Line 6,SHORT,SHORT,-6,11,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.9090909090909091,0.8333333333333334,0.8181818181818182,0.75,0.9166666666666666,0.9166666666666666,0.9166666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 1,SHORT,SHORT,-6,11,0.7272727272727273,1.0,0.6363636363636364,0.8181818181818182,0.5454545454545454,0.6363636363636364,0.8,0.7777777777777778,0.7,0.7692307692307693,0.7272727272727273,0.6153846153846154
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 2,SHORT,SHORT,-6,11,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.6363636363636364,0.9090909090909091,0.8461538461538461,0.6666666666666666,0.6153846153846154,0.9166666666666666,0.9166666666666666,0.9166666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 1,SHORT,SHORT,-6,11,0.9090909090909091,1.0,0.8181818181818182,1.0,0.7272727272727273,0.7272727272727273,0.8333333333333334,0.8181818181818182,0.75,0.9230769230769231,0.6923076923076923,0.6923076923076923
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 2,Red Bar Line 6,SHORT,SHORT,-6,11,1.0,1.0,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8461538461538461,0.9166666666666666,0.8461538461538461,0.8461538461538461,0.8333333333333334,0.7692307692307693
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 2,Red Bar Line 6,SHORT,SHORT,-6,11,1.0,0.8181818181818182,1.0,0.7272727272727273,0.9090909090909091,0.5454545454545454,0.9230769230769231,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.7,0.6363636363636364
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 3,Red Bar Line 6,SHORT,SHORT,-6,11,0.8181818181818182,1.0,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.8461538461538461,0.8333333333333334,0.7692307692307693
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 2,SHORT,SHORT,-6,10,0.9,0.8,0.6,0.8,0.5,0.6,0.6363636363636364,0.75,0.5454545454545454,0.9,0.7,0.7
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 5,SHORT,SHORT,-6,10,0.8,0.8,0.6,0.7,0.6,0.6,0.7,0.875,0.7,0.8,0.7777777777777778,0.7
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 4,SHORT,SHORT,-6,10,0.7,1.0,0.7,1.0,0.4,1.0,0.8888888888888888,0.5555555555555556,0.5555555555555556,0.9166666666666666,0.9166666666666666,0.9166666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 5,SHORT,SHORT,-6,10,0.9,0.9,0.9,0.8,0.6,0.6,0.9090909090909091,0.6363636363636364,0.6363636363636364,0.8181818181818182,0.7,0.6363636363636364
Short,red,Squeeze ON (black),red,Squeeze ON (black),Red Bar Line 5,Red Bar Line 5,SHORT,SHORT,-6,10,0.7,0.9,0.6,0.9,0.6,0.8,0.7777777777777778,0.875,0.7777777777777778,0.9090909090909091,0.8181818181818182,0.8181818181818182
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 4,SHORT,SHORT,-6,10,1.0,0.8,0.8,0.8,0.6,0.8,0.75,0.7,0.5833333333333334,0.9,0.9,0.9
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 5,SHORT,SHORT,-6,10,1.0,0.9,0.8,0.9,0.6,0.8,0.75,0.7,0.5833333333333334,0.9090909090909091,0.8181818181818182,0.8181818181818182
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 6,LONG,LONG,6,10,1.0,1.0,1.0,1.0,1.0,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 6,LONG,LONG,4,10,1.0,0.7,0.8,0.6,0.7,0.6,0.75,0.8,0.6666666666666666,0.7777777777777778,0.875,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 6,SHORT,SHORT,-6,10,0.7,1.0,0.6,1.0,0.6,1.0,0.7777777777777778,0.875,0.7777777777777778,0.9166666666666666,0.9166666666666666,0.9166666666666666
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Green Bar Line 6,LONG,NO TRADE,6,10,0.8,0.3,0.6,0.3,0.4,0.2,0.7,0.625,0.5,0.8,0.6,0.6
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 4,Red Bar Line 5,SHORT,SHORT,-6,10,1.0,1.0,0.8,1.0,0.6,1.0,0.75,0.7,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 2,Red Bar Line 5,SHORT,SHORT,-6,10,0.9,1.0,0.8,0.9,0.8,0.9,0.8181818181818182,0.9,0.8181818181818182,0.8333333333333334,0.9090909090909091,0.8333333333333334
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Red Bar Line 5,NO TRADE,NO TRADE,0,10,0.9,0.9,0.6,0.7,0.4,0.7,0.6363636363636364,0.625,0.45454545454545453,0.7272727272727273,0.8888888888888888,0.7272727272727273
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,NO TRADE,NO TRADE,0,10,1.0,0.5,0.9,0.5,0.7,0.3,0.8333333333333334,0.7272727272727273,0.6666666666666666,0.8571428571428571,0.5714285714285714,0.5714285714285714
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 4,LONG,LONG,6,10,0.8,0.9,0.7,0.8,0.6,0.3,0.8,0.7777777777777778,0.7,0.8181818181818182,0.4,0.36363636363636365
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 3,Red Bar Line 5,SHORT,SHORT,-6,9,0.8888888888888888,1.0,0.8888888888888888,0.8888888888888888,0.5555555555555556,0.7777777777777778,0.9,0.6,0.6,0.8181818181818182,0.8,0.7272727272727273
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 1,LONG,LONG,6,9,1.0,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.8181818181818182,0.7,0.6363636363636364,0.875,0.625,0.625
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 4,Red Bar Line 3,SHORT,SHORT,-6,9,0.8888888888888888,1.0,0.7777777777777778,1.0,0.6666666666666666,0.8888888888888888,0.8,0.7777777777777778,0.7,0.9090909090909091,0.8181818181818182,0.8181818181818182
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 2,Green Bar Line 6,LONG,LONG,6,9,0.8888888888888888,1.0,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8,0.8888888888888888,0.8,0.8181818181818182,0.9,0.8181818181818182
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 2,Green Bar Line 6,LONG,LONG,6,9,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.8,0.8888888888888888,0.8,0.9,0.8,0.8
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Red Bar Line 2,SHORT,SHORT,-6,9,0.8888888888888888,1.0,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7,0.875,0.7,0.7272727272727273,0.7777777777777778,0.6363636363636364
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 2,SHORT,SHORT,-6,9,1.0,0.8888888888888888,1.0,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.9090909090909091,0.7272727272727273,0.7272727272727273,0.9,0.8,0.8
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 4,Green Bar Line 6,SHORT,SHORT,-6,9,1.0,1.0,1.0,1.0,0.8888888888888888,0.7777777777777778,0.9090909090909091,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.7272727272727273,0.7272727272727273
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Red Bar Line 5,Green Bar Line 6,SHORT,SHORT,-3,9,0.4444444444444444,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.6666666666666666,0.8,0.6666666666666666,0.9090909090909091,0.9090909090909091,0.9090909090909091
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 1,Red Bar Line 5,SHORT,SHORT,-6,9,1.0,1.0,1.0,1.0,1.0,0.8888888888888888,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.8181818181818182,0.8181818181818182
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Red Bar Line 5,Green Bar Line 5,SHORT,SHORT,-3,9,0.8888888888888888,1.0,0.7777777777777778,1.0,0.6666666666666666,0.8888888888888888,0.8,0.7777777777777778,0.7,0.9090909090909091,0.8181818181818182,0.8181818181818182
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 2,Green Bar Line 5,LONG,LONG,6,8,1.0,1.0,1.0,0.875,1.0,0.75,0.9,0.9,0.9,0.8,0.7777777777777778,0.7
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 5,Green Bar Line 5,LONG,LONG,6,8,1.0,1.0,0.875,0.875,0.75,0.875,0.8,0.7777777777777778,0.7,0.8,0.8888888888888888,0.8
Short,red,Squeeze ON (black),red,Squeeze ON (black),Green Bar Line 6,Red Bar Line 6,SHORT,SHORT,-6,8,1.0,1.0,0.875,1.0,0.75,1.0,0.8,0.7777777777777778,0.7,0.9,0.9,0.9
Short,maroon,Squeeze OFF (gray),maroon,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 6,SHORT,SHORT,-4,8,0.875,0.625,0.875,0.5,0.75,0.5,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7142857142857143,0.8333333333333334,0.7142857142857143
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 2,Red Bar Line 4,SHORT,SHORT,-6,8,0.875,1.0,0.875,1.0,0.875,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9,0.9,0.9
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,LONG,LONG,6,8,0.75,0.875,0.625,0.75,0.5,0.75,0.75,0.7142857142857143,0.625,0.7777777777777778,0.875,0.7777777777777778
Long,green,Squeeze ON (black),green,Squeeze ON (black),Green Bar Line 6,Red Bar Line 5,LONG,LONG,3,8,0.875,0.875,0.75,0.875,0.625,0.75,0.7777777777777778,0.75,0.6666666666666666,0.8888888888888888,0.7777777777777778,0.7777777777777778
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 4,Green Bar Line 5,LONG,LONG,6,8,1.0,1.0,1.0,1.0,1.0,0.875,0.9,0.9,0.9,0.9,0.8,0.8
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 4,LONG,LONG,6,8,0.875,0.875,0.625,0.75,0.5,0.75,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.7777777777777778,0.875,0.7777777777777778
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Green Bar Line 2,SHORT,SHORT,-6,8,0.875,0.875,0.875,0.625,0.75,0.625,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.8571428571428571,0.6666666666666666
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 1,Red Bar Line 1,SHORT,SHORT,-6,8,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9,0.9,0.9
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,SHORT,SHORT,-6,8,1.0,0.875,1.0,0.625,1.0,0.5,0.9,0.9,0.9,0.6666666666666666,0.7142857142857143,0.5555555555555556
Long,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 2,Green Bar Line 6,LONG,LONG,6,8,1.0,0.875,1.0,0.875,0.875,0.875,0.9,0.8,0.8,0.8888888888888888,0.8888888888888888,0.8888888888888888
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 1,SHORT,SHORT,-6,8,1.0,1.0,1.0,0.875,0.75,0.75,0.9,0.7,0.7,0.8,0.7777777777777778,0.7
Long,green,Squeeze OFF (gray),green,Squeeze OFF (gray),Green Bar Line 6,Red Bar Line 5,LONG,LONG,4,8,1.0,0.875,1.0,0.875,0.875,0.75,0.9,0.8,0.8,0.8888888888888888,0.7777777777777778,0.7777777777777778
Long,lime,Squeeze OFF (gray),lime,Squeeze OFF (gray),Red Bar Line 5,Green Bar Line 6,LONG,LONG,2,8,1.0,0.875,1.0,0.875,0.75,0.875,0.9,0.7,0.7,0.8888888888888888,0.8888888888888888,0.8888888888888888
Short,lime,Squeeze ON (black),lime,Squeeze ON (black),Green Bar Line 6,Green Bar Line 6,NO TRADE,NO TRADE,0,8,0.625,0.625,0.625,0.375,0.625,0.375,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.8,0.5714285714285714
Short,maroon,Squeeze ON (black),maroon,Squeeze ON (black),Red Bar Line 6,Green Bar Line 6,SHORT,SHORT,-3,8,0.875,0.75,0.625,0.5,0.5,0.5,0.6666666666666666,0.7142857142857143,0.5555555555555556,0.625,0.8333333333333334,0.625
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 1,Green Bar Line 1,SHORT,SHORT,-6,8,0.875,1.0,0.875,1.0,0.875,1.0,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9,0.9,0.9
Short,red,Squeeze OFF (gray),red,Squeeze OFF (gray),Red Bar Line 6,Red Bar Line 6,SHORT,NO TRADE,-6,8,0.625,0.875,0.5,0.625,0.375,0.5,0.7142857142857143,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.7142857142857143,0.5555555555555556
Short,maroon,Squeeze OFF (gray),red,Squeeze OFF (gray),Green Bar Line 5,Red Bar Line 6,SHORT,SHORT,-6,8,0.875,0.75,0.875,0.75,0.625,0.75,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.875,0.875,0.875
